type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg,last_updated
Census Tract,27053000101,Other,1,2019-12-29,0,0,2024-02-03
Census Tract,27053000101,Other,2,2020-01-05,1,0.625,2024-02-03
Census Tract,27053000101,Other,3,2020-01-12,2,0.125,2024-02-03
Census Tract,27053000101,Other,4,2020-01-19,0,0.25,2024-02-03
Census Tract,27053000101,Other,5,2020-01-26,1,0.25,2024-02-03
Census Tract,27053000101,Other,6,2020-02-02,0,0.375,2024-02-03
Census Tract,27053000101,Other,7,2020-02-09,0,0.375,2024-02-03
Census Tract,27053000101,Other,8,2020-02-16,1,0,2024-02-03
Census Tract,27053000101,Other,9,2020-02-23,0,0.25,2024-02-03
Census Tract,27053000101,Other,10,2020-03-01,0,0.25,2024-02-03
Census Tract,27053000101,Other,11,2020-03-08,1,0.75,2024-02-03
Census Tract,27053000101,Other,12,2020-03-15,0,0.125,2024-02-03
Census Tract,27053000101,Other,13,2020-03-22,0,0.25,2024-02-03
Census Tract,27053000101,Other,14,2020-03-29,0,0.375,2024-02-03
Census Tract,27053000101,Other,15,2020-04-05,0,0.75,2024-02-03
Census Tract,27053000101,Other,16,2020-04-12,0,0.375,2024-02-03
Census Tract,27053000101,Other,17,2020-04-19,0,0.375,2024-02-03
Census Tract,27053000101,Other,18,2020-04-26,0,0.25,2024-02-03
Census Tract,27053000101,Other,19,2020-05-03,0,0.5,2024-02-03
Census Tract,27053000101,Other,20,2020-05-10,0,0.125,2024-02-03
Census Tract,27053000101,Other,21,2020-05-17,0,0.5,2024-02-03
Census Tract,27053000101,Other,22,2020-05-24,0,0.25,2024-02-03
Census Tract,27053000101,Other,23,2020-05-31,0,0.125,2024-02-03
Census Tract,27053000101,Other,24,2020-06-07,0,0.125,2024-02-03
Census Tract,27053000101,Other,25,2020-06-14,0,0.625,2024-02-03
Census Tract,27053000101,Other,26,2020-06-21,0,0.625,2024-02-03
Census Tract,27053000101,Other,27,2020-06-28,0,0,2024-02-03
Census Tract,27053000101,Other,28,2020-07-05,0,0.25,2024-02-03
Census Tract,27053000101,Other,29,2020-07-12,0,0.25,2024-02-03
Census Tract,27053000101,Other,30,2020-07-19,0,0.125,2024-02-03
Census Tract,27053000101,Other,31,2020-07-26,0,0,2024-02-03
Census Tract,27053000101,Other,32,2020-08-02,0,0.375,2024-02-03
Census Tract,27053000101,Other,33,2020-08-09,0,0.875,2024-02-03
Census Tract,27053000101,Other,34,2020-08-16,0,0.125,2024-02-03
Census Tract,27053000101,Other,35,2020-08-23,0,0.5,2024-02-03
Census Tract,27053000101,Other,36,2020-08-30,0,0.25,2024-02-03
Census Tract,27053000101,Other,37,2020-09-06,0,0.25,2024-02-03
Census Tract,27053000101,Other,38,2020-09-13,1,0.375,2024-02-03
Census Tract,27053000101,Other,39,2020-09-20,0,0.25,2024-02-03
Census Tract,27053000101,Other,40,2020-09-27,0,0,2024-02-03
Census Tract,27053000101,Other,41,2020-10-04,0,0.125,2024-02-03
Census Tract,27053000101,Other,42,2020-10-11,0,0.25,2024-02-03
Census Tract,27053000101,Other,43,2020-10-18,0,0.125,2024-02-03
Census Tract,27053000101,Other,44,2020-10-25,1,0.125,2024-02-03
Census Tract,27053000101,Other,45,2020-11-01,0,0.25,2024-02-03
Census Tract,27053000101,Other,46,2020-11-08,0,0.375,2024-02-03
Census Tract,27053000101,Other,47,2020-11-15,0,0.375,2024-02-03
Census Tract,27053000101,Other,48,2020-11-22,0,0.25,2024-02-03
Census Tract,27053000101,Other,49,2020-11-29,0,0.25,2024-02-03
Census Tract,27053000101,Other,50,2020-12-06,0,0.375,2024-02-03
Census Tract,27053000101,Other,51,2020-12-13,0,0.75,2024-02-03
Census Tract,27053000101,Other,52,2020-12-20,0,0.25,2024-02-03
Census Tract,27053000101,Other,53,2020-12-27,0,0.125,2024-02-03
Census Tract,27053000101,Other,54,2021-01-03,0,0.375,2024-02-03
Census Tract,27053000101,Other,55,2021-01-10,0,0.375,2024-02-03
Census Tract,27053000101,Other,56,2021-01-17,0,0.25,2024-02-03
Census Tract,27053000101,Other,57,2021-01-24,0,0.25,2024-02-03
Census Tract,27053000101,Other,58,2021-01-31,0,0.125,2024-02-03
Census Tract,27053000101,Other,59,2021-02-07,0,0.5,2024-02-03
Census Tract,27053000101,Other,60,2021-02-14,0,0.125,2024-02-03
Census Tract,27053000101,Other,61,2021-02-21,0,0.125,2024-02-03
Census Tract,27053000101,Other,62,2021-02-28,0,0.375,2024-02-03
Census Tract,27053000101,Other,63,2021-03-07,0,0.625,2024-02-03
Census Tract,27053000101,Other,64,2021-03-14,0,0.25,2024-02-03
Census Tract,27053000101,Other,65,2021-03-21,0,0.125,2024-02-03
Census Tract,27053000101,Other,66,2021-03-28,0,0.25,2024-02-03
Census Tract,27053000101,Other,67,2021-04-04,0,1,2024-02-03
Census Tract,27053000101,Other,68,2021-04-11,0,0.375,2024-02-03
Census Tract,27053000101,Other,69,2021-04-18,0,0.375,2024-02-03
Census Tract,27053000101,Other,70,2021-04-25,0,0.125,2024-02-03
Census Tract,27053000101,Other,71,2021-05-02,0,0.5,2024-02-03
Census Tract,27053000101,Other,72,2021-05-09,0,0.25,2024-02-03
Census Tract,27053000101,Other,73,2021-05-16,0,0.375,2024-02-03
Census Tract,27053000101,Other,74,2021-05-23,0,0.375,2024-02-03
Census Tract,27053000101,Other,75,2021-05-30,0,0,2024-02-03
Census Tract,27053000101,Other,76,2021-06-06,0,0.25,2024-02-03
Census Tract,27053000101,Other,77,2021-06-13,0,0.625,2024-02-03
Census Tract,27053000101,Other,78,2021-06-20,0,0.625,2024-02-03
Census Tract,27053000101,Other,79,2021-06-27,0,0,2024-02-03
Census Tract,27053000101,Other,80,2021-07-04,0,0.25,2024-02-03
Census Tract,27053000101,Other,81,2021-07-11,0,0.125,2024-02-03
Census Tract,27053000101,Other,82,2021-07-18,0,0.25,2024-02-03
Census Tract,27053000101,Other,83,2021-07-25,0,0,2024-02-03
Census Tract,27053000101,Other,84,2021-08-01,1,0.375,2024-02-03
Census Tract,27053000101,Other,85,2021-08-08,0,0.875,2024-02-03
Census Tract,27053000101,Other,86,2021-08-15,0,0.125,2024-02-03
Census Tract,27053000101,Other,87,2021-08-22,0,0.5,2024-02-03
Census Tract,27053000101,Other,88,2021-08-29,0,0.125,2024-02-03
Census Tract,27053000101,Other,89,2021-09-05,0,0.375,2024-02-03
Census Tract,27053000101,Other,90,2021-09-12,0,0.25,2024-02-03
Census Tract,27053000101,Other,91,2021-09-19,0,0.375,2024-02-03
Census Tract,27053000101,Other,92,2021-09-26,0,0,2024-02-03
Census Tract,27053000101,Other,93,2021-10-03,0,0.125,2024-02-03
Census Tract,27053000101,Other,94,2021-10-10,0,0.125,2024-02-03
Census Tract,27053000101,Other,95,2021-10-17,0,0.25,2024-02-03
Census Tract,27053000101,Other,96,2021-10-24,0,0.125,2024-02-03
Census Tract,27053000101,Other,97,2021-10-31,0,0.125,2024-02-03
Census Tract,27053000101,Other,98,2021-11-07,0,0.5,2024-02-03
Census Tract,27053000101,Other,99,2021-11-14,0,0.375,2024-02-03
Census Tract,27053000101,Other,100,2021-11-21,0,0.125,2024-02-03
Census Tract,27053000101,Other,101,2021-11-28,0,0.25,2024-02-03
Census Tract,27053000101,Other,102,2021-12-05,0,0.5,2024-02-03
Census Tract,27053000101,Other,103,2021-12-12,0,0.625,2024-02-03
Census Tract,27053000101,Other,104,2021-12-19,0,0.375,2024-02-03
Census Tract,27053000101,Other,105,2021-12-26,0,0.125,2024-02-03
Census Tract,27053000101,Other,106,2022-01-02,0,0.375,2024-02-03
Census Tract,27053000101,Other,107,2022-01-09,0,0.375,2024-02-03
Census Tract,27053000101,Other,108,2022-01-16,0,0.125,2024-02-03
Census Tract,27053000101,Other,109,2022-01-23,0,0.25,2024-02-03
Census Tract,27053000101,Other,110,2022-01-30,0,0.125,2024-02-03
Census Tract,27053000101,Other,111,2022-02-06,0,0.5,2024-02-03
Census Tract,27053000101,Other,112,2022-02-13,0,0.25,2024-02-03
Census Tract,27053000101,Other,113,2022-02-20,0,0.125,2024-02-03
Census Tract,27053000101,Other,114,2022-02-27,0,0.375,2024-02-03
Census Tract,27053000101,Other,115,2022-03-06,0,0.5,2024-02-03
Census Tract,27053000101,Other,116,2022-03-13,0,0.375,2024-02-03
Census Tract,27053000101,Other,117,2022-03-20,0,0.125,2024-02-03
Census Tract,27053000101,Other,118,2022-03-27,0,0.125,2024-02-03
Census Tract,27053000101,Other,119,2022-04-03,0,1,2024-02-03
Census Tract,27053000101,Other,120,2022-04-10,0,0.375,2024-02-03
Census Tract,27053000101,Other,121,2022-04-17,0,0.375,2024-02-03
Census Tract,27053000101,Other,122,2022-04-24,0,0.25,2024-02-03
Census Tract,27053000101,Other,123,2022-05-01,0,0.375,2024-02-03
Census Tract,27053000101,Other,124,2022-05-08,1,0.25,2024-02-03
Census Tract,27053000101,Other,125,2022-05-15,1,0.375,2024-02-03
Census Tract,27053000101,Other,126,2022-05-22,1,0.375,2024-02-03
Census Tract,27053000101,Other,127,2022-05-29,0,0.125,2024-02-03
Census Tract,27053000101,Other,128,2022-06-05,2,0.25,2024-02-03
Census Tract,27053000101,Other,129,2022-06-12,1,0.5,2024-02-03
Census Tract,27053000101,Other,130,2022-06-19,0,0.75,2024-02-03
Census Tract,27053000101,Other,131,2022-06-26,1,0,2024-02-03
Census Tract,27053000101,Other,132,2022-07-03,1,0.125,2024-02-03
Census Tract,27053000101,Other,133,2022-07-10,0,0.25,2024-02-03
Census Tract,27053000101,Other,134,2022-07-17,1,0.25,2024-02-03
Census Tract,27053000101,Other,135,2022-07-24,0,0,2024-02-03
Census Tract,27053000101,Other,136,2022-07-31,0,0.125,2024-02-03
Census Tract,27053000101,Other,137,2022-08-07,0,1,2024-02-03
Census Tract,27053000101,Other,138,2022-08-14,2,0.25,2024-02-03
Census Tract,27053000101,Other,139,2022-08-21,0,0.25,2024-02-03
Census Tract,27053000101,Other,140,2022-08-28,1,0.375,2024-02-03
Census Tract,27053000101,Other,141,2022-09-04,0,0.25,2024-02-03
Census Tract,27053000101,Other,142,2022-09-11,1,0.375,2024-02-03
Census Tract,27053000101,Other,143,2022-09-18,1,0.375,2024-02-03
Census Tract,27053000101,Other,144,2022-09-25,0,0,2024-02-03
Census Tract,27053000101,Other,145,2022-10-02,0,0,2024-02-03
Census Tract,27053000101,Other,146,2022-10-09,0,0.25,2024-02-03
Census Tract,27053000101,Other,147,2022-10-16,0,0.25,2024-02-03
Census Tract,27053000101,Other,148,2022-10-23,0,0.125,2024-02-03
Census Tract,27053000101,Other,149,2022-10-30,1,0.125,2024-02-03
Census Tract,27053000101,Other,150,2022-11-06,1,0.375,2024-02-03
Census Tract,27053000101,Other,151,2022-11-13,0,0.375,2024-02-03
Census Tract,27053000101,Other,152,2022-11-20,0,0.125,2024-02-03
Census Tract,27053000101,Other,153,2022-11-27,0,0.375,2024-02-03
Census Tract,27053000101,Other,154,2022-12-04,1,0.5,2024-02-03
Census Tract,27053000101,Other,155,2022-12-11,0,0.5,2024-02-03
Census Tract,27053000101,Other,156,2022-12-18,1,0.5,2024-02-03
Census Tract,27053000101,Other,157,2022-12-25,0,0.125,2024-02-03
Census Tract,27053000101,Other,158,2023-01-01,0,0.125,2024-02-03
Census Tract,27053000101,Other,159,2023-01-08,0,0.625,2024-02-03
Census Tract,27053000101,Other,160,2023-01-15,0,0.125,2024-02-03
Census Tract,27053000101,Other,161,2023-01-22,1,0.25,2024-02-03
Census Tract,27053000101,Other,162,2023-01-29,0,0.125,2024-02-03
Census Tract,27053000101,Other,163,2023-02-05,0,0.375,2024-02-03
Census Tract,27053000101,Other,164,2023-02-12,1,0.375,2024-02-03
Census Tract,27053000101,Other,165,2023-02-19,0,0.125,2024-02-03
Census Tract,27053000101,Other,166,2023-02-26,0,0.375,2024-02-03
Census Tract,27053000101,Other,167,2023-03-05,1,0.375,2024-02-03
Census Tract,27053000101,Other,168,2023-03-12,0,0.375,2024-02-03
Census Tract,27053000101,Other,169,2023-03-19,0,0.25,2024-02-03
Census Tract,27053000101,Other,170,2023-03-26,0,0.125,2024-02-03
Census Tract,27053000101,Other,171,2023-04-02,0,0.625,2024-02-03
Census Tract,27053000101,Other,172,2023-04-09,1,0.625,2024-02-03
Census Tract,27053000101,Other,173,2023-04-16,0,0.5,2024-02-03
Census Tract,27053000101,Other,174,2023-04-23,0,0.25,2024-02-03
Census Tract,27053000101,Other,175,2023-04-30,0,0.375,2024-02-03
Census Tract,27053000101,Other,176,2023-05-07,0,0.25,2024-02-03
Census Tract,27053000101,Other,177,2023-05-14,0,0.375,2024-02-03
Census Tract,27053000101,Other,178,2023-05-21,0,0.25,2024-02-03
Census Tract,27053000101,Other,179,2023-05-28,0,0.25,2024-02-03
Census Tract,27053000101,Other,180,2023-06-04,0,0.25,2024-02-03
Census Tract,27053000101,Other,181,2023-06-11,1,0.375,2024-02-03
Census Tract,27053000101,Other,182,2023-06-18,0,0.625,2024-02-03
Census Tract,27053000101,Other,183,2023-06-25,0,0.25,2024-02-03
Census Tract,27053000101,Other,184,2023-07-02,0,0.125,2024-02-03
Census Tract,27053000101,Other,185,2023-07-09,0,0.125,2024-02-03
Census Tract,27053000101,Other,186,2023-07-16,0,0.375,2024-02-03
Census Tract,27053000101,Other,187,2023-07-23,1,0,2024-02-03
Census Tract,27053000101,Other,188,2023-07-30,1,0,2024-02-03
Census Tract,27053000101,Other,189,2023-08-06,0,1,2024-02-03
Census Tract,27053000101,Other,190,2023-08-13,0,0.25,2024-02-03
Census Tract,27053000101,Other,191,2023-08-20,1,0.375,2024-02-03
Census Tract,27053000101,Other,192,2023-08-27,1,0.375,2024-02-03
Census Tract,27053000101,Other,193,2023-09-03,0,0.25,2024-02-03
Census Tract,27053000101,Other,194,2023-09-10,0,0.25,2024-02-03
Census Tract,27053000101,Other,195,2023-09-17,1,0.375,2024-02-03
Census Tract,27053000101,Other,196,2023-09-24,0,0.125,2024-02-03
Census Tract,27053000101,Other,197,2023-10-01,0,0,2024-02-03
Census Tract,27053000101,Other,198,2023-10-08,0,0.25,2024-02-03
Census Tract,27053000101,Other,199,2023-10-15,1,0.25,2024-02-03
Census Tract,27053000101,Other,200,2023-10-22,1,0.125,2024-02-03
Census Tract,27053000101,Other,201,2023-10-29,0,0.125,2024-02-03
Census Tract,27053000101,Other,202,2023-11-05,0,0.25,2024-02-03
Census Tract,27053000101,Other,203,2023-11-12,0,0.375,2024-02-03
Census Tract,27053000101,Other,204,2023-11-19,0,0.25,2024-02-03
Census Tract,27053000101,Other,205,2023-11-26,1,0.25,2024-02-03
Census Tract,27053000101,Other,206,2023-12-03,1,0.625,2024-02-03
Census Tract,27053000101,Other,207,2023-12-10,1,0.25,2024-02-03
Census Tract,27053000101,Other,208,2023-12-17,0,0.75,2024-02-03
Census Tract,27053000101,Other,209,2023-12-24,0,0.125,2024-02-03
Census Tract,27053000101,Other,210,2023-12-31,0,0.125,2024-02-03
Census Tract,27053000101,Other,211,2024-01-07,0,0.5,2024-02-03
Census Tract,27053000101,Other,212,2024-01-14,0,0.25,2024-02-03
Census Tract,27053000101,Other,213,2024-01-21,0,0.125,2024-02-03
Census Tract,27053000101,Other,214,2024-01-28,0,0.25,2024-02-03
Census Tract,27053000102,Other,1,2019-12-29,0,0.25,2024-02-03
Census Tract,27053000102,Other,2,2020-01-05,0,1.75,2024-02-03
Census Tract,27053000102,Other,3,2020-01-12,3,1.125,2024-02-03
Census Tract,27053000102,Other,4,2020-01-19,0,0.625,2024-02-03
Census Tract,27053000102,Other,5,2020-01-26,0,0.875,2024-02-03
Census Tract,27053000102,Other,6,2020-02-02,0,1.375,2024-02-03
Census Tract,27053000102,Other,7,2020-02-09,1,1.375,2024-02-03
Census Tract,27053000102,Other,8,2020-02-16,1,0.625,2024-02-03
Census Tract,27053000102,Other,9,2020-02-23,1,0.25,2024-02-03
Census Tract,27053000102,Other,10,2020-03-01,0,0.875,2024-02-03
Census Tract,27053000102,Other,11,2020-03-08,3,0.75,2024-02-03
Census Tract,27053000102,Other,12,2020-03-15,0,0.875,2024-02-03
Census Tract,27053000102,Other,13,2020-03-22,0,0.625,2024-02-03
Census Tract,27053000102,Other,14,2020-03-29,0,0.75,2024-02-03
Census Tract,27053000102,Other,15,2020-04-05,0,1.25,2024-02-03
Census Tract,27053000102,Other,16,2020-04-12,0,0.875,2024-02-03
Census Tract,27053000102,Other,17,2020-04-19,0,0.75,2024-02-03
Census Tract,27053000102,Other,18,2020-04-26,0,0.625,2024-02-03
Census Tract,27053000102,Other,19,2020-05-03,0,1.375,2024-02-03
Census Tract,27053000102,Other,20,2020-05-10,0,1.25,2024-02-03
Census Tract,27053000102,Other,21,2020-05-17,0,0.875,2024-02-03
Census Tract,27053000102,Other,22,2020-05-24,0,0.875,2024-02-03
Census Tract,27053000102,Other,23,2020-05-31,0,0.75,2024-02-03
Census Tract,27053000102,Other,24,2020-06-07,0,1.25,2024-02-03
Census Tract,27053000102,Other,25,2020-06-14,0,1.625,2024-02-03
Census Tract,27053000102,Other,26,2020-06-21,0,1.375,2024-02-03
Census Tract,27053000102,Other,27,2020-06-28,0,0.875,2024-02-03
Census Tract,27053000102,Other,28,2020-07-05,0,1,2024-02-03
Census Tract,27053000102,Other,29,2020-07-12,0,1.375,2024-02-03
Census Tract,27053000102,Other,30,2020-07-19,0,1.75,2024-02-03
Census Tract,27053000102,Other,31,2020-07-26,0,0.625,2024-02-03
Census Tract,27053000102,Other,32,2020-08-02,0,1.75,2024-02-03
Census Tract,27053000102,Other,33,2020-08-09,0,1,2024-02-03
Census Tract,27053000102,Other,34,2020-08-16,0,1.125,2024-02-03
Census Tract,27053000102,Other,35,2020-08-23,0,0.625,2024-02-03
Census Tract,27053000102,Other,36,2020-08-30,0,1,2024-02-03
Census Tract,27053000102,Other,37,2020-09-06,0,1.5,2024-02-03
Census Tract,27053000102,Other,38,2020-09-13,0,1,2024-02-03
Census Tract,27053000102,Other,39,2020-09-20,0,1,2024-02-03
Census Tract,27053000102,Other,40,2020-09-27,0,0.875,2024-02-03
Census Tract,27053000102,Other,41,2020-10-04,0,1,2024-02-03
Census Tract,27053000102,Other,42,2020-10-11,0,0.875,2024-02-03
Census Tract,27053000102,Other,43,2020-10-18,0,0.75,2024-02-03
Census Tract,27053000102,Other,44,2020-10-25,1,1,2024-02-03
Census Tract,27053000102,Other,45,2020-11-01,0,0.375,2024-02-03
Census Tract,27053000102,Other,46,2020-11-08,0,1.875,2024-02-03
Census Tract,27053000102,Other,47,2020-11-15,0,0.625,2024-02-03
Census Tract,27053000102,Other,48,2020-11-22,0,0.625,2024-02-03
Census Tract,27053000102,Other,49,2020-11-29,0,1.125,2024-02-03
Census Tract,27053000102,Other,50,2020-12-06,0,1,2024-02-03
Census Tract,27053000102,Other,51,2020-12-13,0,0.625,2024-02-03
Census Tract,27053000102,Other,52,2020-12-20,0,0.625,2024-02-03
Census Tract,27053000102,Other,53,2020-12-27,1,0.625,2024-02-03
Census Tract,27053000102,Other,54,2021-01-03,0,1.25,2024-02-03
Census Tract,27053000102,Other,55,2021-01-10,0,1.5,2024-02-03
Census Tract,27053000102,Other,56,2021-01-17,0,0.875,2024-02-03
Census Tract,27053000102,Other,57,2021-01-24,0,1,2024-02-03
Census Tract,27053000102,Other,58,2021-01-31,0,1,2024-02-03
Census Tract,27053000102,Other,59,2021-02-07,1,1.25,2024-02-03
Census Tract,27053000102,Other,60,2021-02-14,0,1,2024-02-03
Census Tract,27053000102,Other,61,2021-02-21,0,0.375,2024-02-03
Census Tract,27053000102,Other,62,2021-02-28,0,0.875,2024-02-03
Census Tract,27053000102,Other,63,2021-03-07,0,0.625,2024-02-03
Census Tract,27053000102,Other,64,2021-03-14,0,0.75,2024-02-03
Census Tract,27053000102,Other,65,2021-03-21,0,0.625,2024-02-03
Census Tract,27053000102,Other,66,2021-03-28,0,1,2024-02-03
Census Tract,27053000102,Other,67,2021-04-04,1,1.125,2024-02-03
Census Tract,27053000102,Other,68,2021-04-11,1,0.75,2024-02-03
Census Tract,27053000102,Other,69,2021-04-18,0,1,2024-02-03
Census Tract,27053000102,Other,70,2021-04-25,0,0.5,2024-02-03
Census Tract,27053000102,Other,71,2021-05-02,0,1.25,2024-02-03
Census Tract,27053000102,Other,72,2021-05-09,0,1.5,2024-02-03
Census Tract,27053000102,Other,73,2021-05-16,1,0.875,2024-02-03
Census Tract,27053000102,Other,74,2021-05-23,0,0.75,2024-02-03
Census Tract,27053000102,Other,75,2021-05-30,0,0.875,2024-02-03
Census Tract,27053000102,Other,76,2021-06-06,0,1,2024-02-03
Census Tract,27053000102,Other,77,2021-06-13,0,1.75,2024-02-03
Census Tract,27053000102,Other,78,2021-06-20,0,1.375,2024-02-03
Census Tract,27053000102,Other,79,2021-06-27,0,1,2024-02-03
Census Tract,27053000102,Other,80,2021-07-04,0,0.75,2024-02-03
Census Tract,27053000102,Other,81,2021-07-11,0,1.5,2024-02-03
Census Tract,27053000102,Other,82,2021-07-18,0,1.5,2024-02-03
Census Tract,27053000102,Other,83,2021-07-25,0,0.625,2024-02-03
Census Tract,27053000102,Other,84,2021-08-01,0,1.875,2024-02-03
Census Tract,27053000102,Other,85,2021-08-08,1,0.875,2024-02-03
Census Tract,27053000102,Other,86,2021-08-15,0,1.25,2024-02-03
Census Tract,27053000102,Other,87,2021-08-22,1,0.75,2024-02-03
Census Tract,27053000102,Other,88,2021-08-29,0,0.875,2024-02-03
Census Tract,27053000102,Other,89,2021-09-05,1,1.125,2024-02-03
Census Tract,27053000102,Other,90,2021-09-12,0,1.5,2024-02-03
Census Tract,27053000102,Other,91,2021-09-19,0,1,2024-02-03
Census Tract,27053000102,Other,92,2021-09-26,0,1,2024-02-03
Census Tract,27053000102,Other,93,2021-10-03,0,1,2024-02-03
Census Tract,27053000102,Other,94,2021-10-10,0,0.625,2024-02-03
Census Tract,27053000102,Other,95,2021-10-17,0,1,2024-02-03
Census Tract,27053000102,Other,96,2021-10-24,0,0.625,2024-02-03
Census Tract,27053000102,Other,97,2021-10-31,0,0.75,2024-02-03
Census Tract,27053000102,Other,98,2021-11-07,0,1.5,2024-02-03
Census Tract,27053000102,Other,99,2021-11-14,0,0.875,2024-02-03
Census Tract,27053000102,Other,100,2021-11-21,0,0.75,2024-02-03
Census Tract,27053000102,Other,101,2021-11-28,0,1,2024-02-03
Census Tract,27053000102,Other,102,2021-12-05,0,1,2024-02-03
Census Tract,27053000102,Other,103,2021-12-12,0,0.5,2024-02-03
Census Tract,27053000102,Other,104,2021-12-19,0,0.875,2024-02-03
Census Tract,27053000102,Other,105,2021-12-26,0,0.625,2024-02-03
Census Tract,27053000102,Other,106,2022-01-02,0,1,2024-02-03
Census Tract,27053000102,Other,107,2022-01-09,2,1.625,2024-02-03
Census Tract,27053000102,Other,108,2022-01-16,0,0.75,2024-02-03
Census Tract,27053000102,Other,109,2022-01-23,0,1.125,2024-02-03
Census Tract,27053000102,Other,110,2022-01-30,1,1,2024-02-03
Census Tract,27053000102,Other,111,2022-02-06,0,1.125,2024-02-03
Census Tract,27053000102,Other,112,2022-02-13,2,1.25,2024-02-03
Census Tract,27053000102,Other,113,2022-02-20,0,0.25,2024-02-03
Census Tract,27053000102,Other,114,2022-02-27,1,0.75,2024-02-03
Census Tract,27053000102,Other,115,2022-03-06,0,0.75,2024-02-03
Census Tract,27053000102,Other,116,2022-03-13,1,0.75,2024-02-03
Census Tract,27053000102,Other,117,2022-03-20,0,0.75,2024-02-03
Census Tract,27053000102,Other,118,2022-03-27,0,0.875,2024-02-03
Census Tract,27053000102,Other,119,2022-04-03,1,1.25,2024-02-03
Census Tract,27053000102,Other,120,2022-04-10,1,0.5,2024-02-03
Census Tract,27053000102,Other,121,2022-04-17,0,1,2024-02-03
Census Tract,27053000102,Other,122,2022-04-24,0,0.625,2024-02-03
Census Tract,27053000102,Other,123,2022-05-01,0,1.125,2024-02-03
Census Tract,27053000102,Other,124,2022-05-08,0,1.5,2024-02-03
Census Tract,27053000102,Other,125,2022-05-15,2,0.625,2024-02-03
Census Tract,27053000102,Other,126,2022-05-22,2,1.25,2024-02-03
Census Tract,27053000102,Other,127,2022-05-29,0,0.625,2024-02-03
Census Tract,27053000102,Other,128,2022-06-05,0,1.25,2024-02-03
Census Tract,27053000102,Other,129,2022-06-12,0,1.5,2024-02-03
Census Tract,27053000102,Other,130,2022-06-19,0,1.625,2024-02-03
Census Tract,27053000102,Other,131,2022-06-26,0,0.75,2024-02-03
Census Tract,27053000102,Other,132,2022-07-03,0,0.5,2024-02-03
Census Tract,27053000102,Other,133,2022-07-10,1,1.625,2024-02-03
Census Tract,27053000102,Other,134,2022-07-17,1,1.625,2024-02-03
Census Tract,27053000102,Other,135,2022-07-24,0,0.875,2024-02-03
Census Tract,27053000102,Other,136,2022-07-31,0,1.375,2024-02-03
Census Tract,27053000102,Other,137,2022-08-07,0,1.375,2024-02-03
Census Tract,27053000102,Other,138,2022-08-14,0,1.125,2024-02-03
Census Tract,27053000102,Other,139,2022-08-21,0,0.75,2024-02-03
Census Tract,27053000102,Other,140,2022-08-28,0,0.75,2024-02-03
Census Tract,27053000102,Other,141,2022-09-04,0,1.125,2024-02-03
Census Tract,27053000102,Other,142,2022-09-11,0,1.625,2024-02-03
Census Tract,27053000102,Other,143,2022-09-18,0,1,2024-02-03
Census Tract,27053000102,Other,144,2022-09-25,0,1,2024-02-03
Census Tract,27053000102,Other,145,2022-10-02,1,0.75,2024-02-03
Census Tract,27053000102,Other,146,2022-10-09,0,1,2024-02-03
Census Tract,27053000102,Other,147,2022-10-16,0,1,2024-02-03
Census Tract,27053000102,Other,148,2022-10-23,0,0.375,2024-02-03
Census Tract,27053000102,Other,149,2022-10-30,0,0.875,2024-02-03
Census Tract,27053000102,Other,150,2022-11-06,1,1.5,2024-02-03
Census Tract,27053000102,Other,151,2022-11-13,1,1,2024-02-03
Census Tract,27053000102,Other,152,2022-11-20,1,0.5,2024-02-03
Census Tract,27053000102,Other,153,2022-11-27,2,1,2024-02-03
Census Tract,27053000102,Other,154,2022-12-04,0,0.75,2024-02-03
Census Tract,27053000102,Other,155,2022-12-11,0,0.875,2024-02-03
Census Tract,27053000102,Other,156,2022-12-18,0,1,2024-02-03
Census Tract,27053000102,Other,157,2022-12-25,0,0.625,2024-02-03
Census Tract,27053000102,Other,158,2023-01-01,0,0.875,2024-02-03
Census Tract,27053000102,Other,159,2023-01-08,1,1.75,2024-02-03
Census Tract,27053000102,Other,160,2023-01-15,0,0.75,2024-02-03
Census Tract,27053000102,Other,161,2023-01-22,0,0.875,2024-02-03
Census Tract,27053000102,Other,162,2023-01-29,2,1,2024-02-03
Census Tract,27053000102,Other,163,2023-02-05,0,1.125,2024-02-03
Census Tract,27053000102,Other,164,2023-02-12,1,1.375,2024-02-03
Census Tract,27053000102,Other,165,2023-02-19,0,0.375,2024-02-03
Census Tract,27053000102,Other,166,2023-02-26,3,0.625,2024-02-03
Census Tract,27053000102,Other,167,2023-03-05,1,0.5,2024-02-03
Census Tract,27053000102,Other,168,2023-03-12,0,1.125,2024-02-03
Census Tract,27053000102,Other,169,2023-03-19,0,0.625,2024-02-03
Census Tract,27053000102,Other,170,2023-03-26,2,0.75,2024-02-03
Census Tract,27053000102,Other,171,2023-04-02,1,1.375,2024-02-03
Census Tract,27053000102,Other,172,2023-04-09,0,0.625,2024-02-03
Census Tract,27053000102,Other,173,2023-04-16,0,1,2024-02-03
Census Tract,27053000102,Other,174,2023-04-23,1,0.5,2024-02-03
Census Tract,27053000102,Other,175,2023-04-30,0,1.125,2024-02-03
Census Tract,27053000102,Other,176,2023-05-07,0,1.375,2024-02-03
